web-scraper-order,web-scraper-start-url,huizen,prijzen,adres,vierkante_meter,energielabel,prijs per m2,Wijk code,regio,PrijsRange
1709563700-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=3,Noord-Bevelandstraat 15,585000.0,1025 NP Amsterdam,85.0,,6882.35294117647,1025,Amsterdam-Noord,€500k - €750k
1709563700-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=3,Jesse Owenshof 55 +PP,450000.0,1034 WT Amsterdam,82.0,A,5487.804878048781,1034,Amsterdam-Noord,€250k - €500k
1709563700-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=3,Rustenburgerstraat 292 huis,1450000.0,1073 GM Amsterdam,145.0,A,10000.0,1073,Amsterdam-Zuid,"€1,25M - €1,5M"
1709563700-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=3,Borneolaan 278,525000.0,1019 KK Amsterdam,78.0,C,6730.7692307692305,1019,Oostelijk Havengebied (Amsterdam-Oost),€500k - €750k
1709563700-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=3,John Blankensteinstraat 173 -B,985000.0,1095 MB Amsterdam,163.0,A,6042.944785276074,1095,Amsterdam-Oost,€750k - €1M
1709563700-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=3,Tweede Breeuwersstraat 14,700000.0,1013 MB Amsterdam,81.0,B,8641.975308641975,1013,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€500k - €750k
1709563700-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=3,Warmoesstraat 51 B,535000.0,1012 HW Amsterdam,86.0,D,6220.930232558139,1012,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€500k - €750k
1709563700-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=3,Realengracht 146,725000.0,1013 KW Amsterdam,84.0,E,8630.952380952382,1013,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€500k - €750k
1709563700-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=3,Hoofdweg 2 2,700000.0,1058 BC Amsterdam,101.0,C,6930.693069306931,1058,Amsterdam-West,€500k - €750k
1709563700-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=3,Kromme Leimuidenstraat 5 2,795000.0,1059 EL Amsterdam,90.0,C,8833.333333333334,1059,Amsterdam-West,€750k - €1M
1709563700-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=3,Da Costakade 184 2,535000.0,1053 XE Amsterdam,71.0,B,7535.211267605634,1053,Amsterdam-West,€500k - €750k
1709563700-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=3,Ruyschstraat 88 IV,500000.0,1091 CG Amsterdam,62.0,C,8064.5161290322585,1091,Amsterdam-Oost,€500k - €750k
1709563700-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=3,Jozef Israëlskade 91 4,375000.0,1073 RC Amsterdam,43.0,G,8720.93023255814,1073,Amsterdam-Zuid,€250k - €500k
1709563700-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=3,Reizigersweg 153,340000.0,1033 ZN Amsterdam,68.0,B,5000.0,1033,Amsterdam-Noord,€250k - €500k
1709563975-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=30,Kerkstraat 87,1100000.0,1017 GD Amsterdam,146.0,,7534.246575342466,1017,Amsterdam-Zuid-Oost,"€1M - €1,25M"
1709563975-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=30,Zuiderakerweg 106 +grond,1045000.0,1069 MK Amsterdam,96.0,,10885.416666666666,1069,Amsterdam Nieuw-West,"€1M - €1,25M"
1709563975-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=30,Nieuwe Looiersstraat 124,850000.0,1017 VG Amsterdam,123.0,,6910.569105691057,1017,Amsterdam-Zuid-Oost,€750k - €1M
1709563975-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=30,Ploegstraat 54,530000.0,1097 WH Amsterdam,70.0,E,7571.428571428572,1097,Amsterdam-Oost,€500k - €750k
1709563975-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=30,Rozenstraat 34 -36,1925000.0,1016 NX Amsterdam,266.0,,7236.8421052631575,1016,Amsterdam-Zuid-Oost,"> €1,5M"
1709563975-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=30,Penninkshof 18,525000.0,1069 VK Amsterdam,100.0,,5250.0,1069,Amsterdam Nieuw-West,€500k - €750k
1709563975-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=30,Reguliersgracht 40,3000000.0,1017 LS Amsterdam,247.0,,12145.748987854251,1017,Amsterdam-Zuid-Oost,"> €1,5M"
1709563975-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=30,Goeman Borgesiusstraat 87,485000.0,1067 LV Amsterdam,101.0,,4801.980198019802,1067,Amsterdam Nieuw-West,€250k - €500k
1709563975-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=30,Seranggracht 15,1395000.0,1019 PM Amsterdam,210.0,,6642.857142857143,1019,Oostelijk Havengebied (Amsterdam-Oost),"€1,25M - €1,5M"
1709563975-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=30,Amsteldijk 703 ws,875000.0,1074 JH Amsterdam,82.0,,10670.731707317073,1074,Amsterdam-Zuid,€750k - €1M
1709563975-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=30,Rustenburgerstraat 154 II,470000.0,1073 GJ Amsterdam,47.0,D,10000.0,1073,Amsterdam-Zuid,€250k - €500k
1709563975-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=30,Surinameplein 10 3,795000.0,1058 GP Amsterdam,93.0,G,8548.387096774193,1058,Amsterdam-West,€750k - €1M
1709563975-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=30,Groenhoven 757,319000.0,1103 LX Amsterdam,109.0,,2926.605504587156,1103,Amsterdam-Zuid-Oost,€250k - €500k
1709563975-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=30,Wittenburgergracht 49,1195000.0,1018 MX Amsterdam,136.0,,8786.764705882353,1018,Amsterdam-Zuid-Oost,"€1M - €1,25M"
1709563975-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=30,Kastanjeweg 2 1,500000.0,1092 CE Amsterdam,55.0,,9090.90909090909,1092,Amsterdam-Oost,€500k - €750k
1709564030-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=31,Welnastraat 169,270000.0,1096 GJ Amsterdam,28.0,A,9642.857142857143,1096,Amsterdam-Oost,€250k - €500k
1709564030-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=31,Ruimzicht 175,475000.0,1068 CT Amsterdam,89.0,D,5337.078651685393,1068,Amsterdam Nieuw-West,€250k - €500k
1709564030-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=31,Maassluisstraat 47 +PP,675000.0,1062 GA Amsterdam,113.0,A,5973.451327433629,1062,Amsterdam Nieuw-West,€500k - €750k
1709564030-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=31,Laurierstraat 41 c,350000.0,1016 PH Amsterdam,38.0,C,9210.526315789473,1016,Amsterdam-Zuid-Oost,€250k - €500k
1709564030-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=31,Krasseurstraat 225,695000.0,1033 DW Amsterdam,129.0,,5387.596899224806,1033,Amsterdam-Noord,€500k - €750k
1709564030-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=31,Sarphatistraat 70 3,1200000.0,1018 GR Amsterdam,174.0,C,6896.551724137931,1018,Amsterdam-Zuid-Oost,"€1M - €1,25M"
1709564030-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=31,Rozenstraat 213 2RV,380000.0,1016 NT Amsterdam,45.0,,8444.444444444445,1016,Amsterdam-Zuid-Oost,€250k - €500k
1709564030-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=31,Nieuwe Leliestraat 42 A,400000.0,1015 ST Amsterdam,52.0,,7692.307692307692,1015,Amsterdam-Zuid-Oost,€250k - €500k
1709564030-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=31,Entrepotdok 61 B,700000.0,1018 AD Amsterdam,90.0,,7777.777777777777,1018,Amsterdam-Zuid-Oost,€500k - €750k
1709564030-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=31,Nassaukade 160 2B,425000.0,1053 LK Amsterdam,37.0,A,11486.486486486487,1053,Amsterdam-West,€250k - €500k
1709564030-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=31,De Clercqstraat 16 III,550000.0,1052 ND Amsterdam,80.0,D,6875.0,1052,Amsterdam-West,€500k - €750k
1709564030-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=31,Donarstraat 13 -Hs,595000.0,1076 CA Amsterdam,62.0,C,9596.774193548386,1076,Amsterdam-Zuid,€500k - €750k
1709564030-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=31,Orteliusstraat 237 H,375000.0,1056 NR Amsterdam,49.0,D,7653.061224489796,1056,Amsterdam-West,€250k - €500k
1709564030-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=31,Sanderijnstraat 58 I,375000.0,1055 BW Amsterdam,54.0,G,6944.444444444444,1055,Amsterdam-West,€250k - €500k
1709564030-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=31,Wethouder Ramstraat 124,300000.0,1107 CR Amsterdam,68.0,B,4411.764705882353,1107,Amsterdam-Zuid-Oost,€250k - €500k
1709564051-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=32,IJburglaan 1443,750000.0,1087 KH Amsterdam,133.0,A++,5639.097744360903,1087,Amsterdam-Oost,€750k - €1M
1709564051-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=32,Spaarndammerdijk 240,795000.0,1013 ZW Amsterdam,143.0,,5559.44055944056,1013,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€750k - €1M
1709564051-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=32,Johan van der Keukenstraat 91 G,350000.0,1087 BC Amsterdam,46.0,A,7608.695652173913,1087,Amsterdam-Oost,€250k - €500k
1709564051-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=32,Boutenburg 177,295000.0,1068 ZD Amsterdam,64.0,A,4609.375,1068,Amsterdam Nieuw-West,€250k - €500k
1709564051-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=32,Burgemeester Hogguerstraat 1127,300000.0,1064 EJ Amsterdam,44.0,D,6818.181818181818,1064,Amsterdam Nieuw-West,€250k - €500k
1709564051-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=32,Lauriergracht 150 2,450000.0,1016 RV Amsterdam,46.0,C,9782.608695652174,1016,Amsterdam-Zuid-Oost,€250k - €500k
1709564051-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=32,Voetboogstraat 10 1,725000.0,1012 XL Amsterdam,118.0,,6144.067796610169,1012,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€500k - €750k
1709564051-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=32,Tweede Jan Steenstraat 95 1,550000.0,1074 CM Amsterdam,63.0,C,8730.15873015873,1074,Amsterdam-Zuid,€500k - €750k
1709564051-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=32,Spuistraat 93 A,475000.0,1012 ST Amsterdam,47.0,,10106.382978723404,1012,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€250k - €500k
1709564051-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=32,Sarphatipark 47 4,600000.0,1073 CR Amsterdam,65.0,,9230.76923076923,1073,Amsterdam-Zuid,€500k - €750k
1709564051-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=32,Reinier Claeszenstraat 8 1,525000.0,1056 WJ Amsterdam,84.0,C,6250.0,1056,Amsterdam-West,€500k - €750k
1709564051-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=32,Keizersgracht 454 I,900000.0,1016 GE Amsterdam,84.0,,10714.285714285714,1016,Amsterdam-Zuid-Oost,€750k - €1M
1709564051-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=32,Blasiusstraat 113 4,500000.0,1091 CP Amsterdam,56.0,C,8928.57142857143,1091,Amsterdam-Oost,€500k - €750k
1709564051-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=32,Griseldestraat 31 3,425000.0,1055 AS Amsterdam,59.0,G,7203.389830508475,1055,Amsterdam-West,€250k - €500k
1709564051-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=32,Haardstee 134,300000.0,1102 NJ Amsterdam,60.0,C,5000.0,1102,Amsterdam-Zuid-Oost,€250k - €500k
1709564074-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=33,Leerdamhof 146,330000.0,1108 BM Amsterdam,64.0,B,5156.25,1108,Amsterdam-Zuid-Oost,€250k - €500k
1709564074-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=33,Dijkgraafplein 259,365000.0,1069 ER Amsterdam,100.0,,3650.0,1069,Amsterdam Nieuw-West,€250k - €500k
1709564074-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=33,Rokin 87 K,849000.0,1012 KL Amsterdam,113.0,,7513.274336283186,1012,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€750k - €1M
1709564074-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=33,Keizersgracht 810 A,1295000.0,1017 ED Amsterdam,130.0,,9961.538461538461,1017,Amsterdam-Zuid-Oost,"€1,25M - €1,5M"
1709564074-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=33,De Boelelaan 349 II,325000.0,1082 RG Amsterdam,68.0,C,4779.411764705882,1082,Amsterdam-Zuid,€250k - €500k
1709564074-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=33,Geschutswerf 73,1350000.0,1018 AW Amsterdam,173.0,,7803.468208092486,1018,Amsterdam-Zuid-Oost,"€1,25M - €1,5M"
1709564074-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=33,Amstel 14 1,435000.0,1017 AA Amsterdam,45.0,,9666.666666666666,1017,Amsterdam-Zuid-Oost,€250k - €500k
1709564074-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=33,Vechtstraat 30 2,615000.0,1078 RL Amsterdam,79.0,E,7784.810126582279,1078,Amsterdam-Zuid,€500k - €750k
1709564074-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=33,Tintorettostraat 13 3+4,675000.0,1077 RN Amsterdam,81.0,E,8333.333333333334,1077,Amsterdam-Zuid,€500k - €750k
1709564074-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=33,IJburglaan 1494 +PP,725000.0,1087 KG Amsterdam,137.0,A,5291.970802919708,1087,Amsterdam-Oost,€500k - €750k
1709564074-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=33,Middenweg 279,1180000.0,1098 AS Amsterdam,122.0,C,9672.131147540984,1098,Amsterdam-Oost,"€1M - €1,25M"
1709564074-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=33,IJburglaan 896 + PP,950000.0,1087 GE Amsterdam,120.0,B,7916.666666666667,1087,Amsterdam-Oost,€750k - €1M
1709564074-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=33,Keizersgracht 446 D,1145000.0,1016 GD Amsterdam,133.0,,8609.022556390977,1016,Amsterdam-Zuid-Oost,"€1M - €1,25M"
1709564074-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=33,Ruys de Beerenbrouckstraat 91,275000.0,1067 BN Amsterdam,50.0,,5500.0,1067,Amsterdam Nieuw-West,€250k - €500k
1709564074-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=33,Kleiburg 346,300000.0,1104 EA Amsterdam,60.0,D,5000.0,1104,Amsterdam-Zuid-Oost,€250k - €500k
1709564093-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=34,Keizersgracht 430 -B,1270000.0,1016 GD Amsterdam,142.0,,8943.661971830987,1016,Amsterdam-Zuid-Oost,"€1,25M - €1,5M"
1709564093-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=34,Van Eeghenstraat 55 II,,1071 EW Amsterdam,188.0,D,,1071,Amsterdam-Zuid,
1709564093-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=34,Binnen Brouwersstraat 27,750000.0,1013 EE Amsterdam,74.0,,10135.135135135135,1013,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€750k - €1M
1709564093-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=34,Kleiburg 434,335000.0,1104 EA Amsterdam,69.0,A,4855.072463768116,1104,Amsterdam-Zuid-Oost,€250k - €500k
1709564093-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=34,Gustav Mahlerlaan 543 C,925000.0,1082 MK Amsterdam,98.0,,9438.775510204081,1082,Amsterdam-Zuid,€750k - €1M
1709564093-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=34,Bloys van Treslongstraat 48 3,795000.0,1056 XD Amsterdam,87.0,B,9137.931034482759,1056,Amsterdam-West,€750k - €1M
1709564093-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=34,Kinderdijkstraat 60 3,1100000.0,1079 GM Amsterdam,118.0,E,9322.033898305084,1079,Amsterdam-Zuid,"€1M - €1,25M"
1709564093-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=34,Menarahof 53 A,895000.0,1043 EV Amsterdam,165.0,A+++,5424.242424242424,1043,Amsterdam Westpoort,€750k - €1M
1709564093-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=34,Prinsengracht 845,4500000.0,1017 KB Amsterdam,287.0,,15679.442508710801,1017,Amsterdam-Zuid-Oost,"> €1,5M"
1709564093-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=34,Korte Koningsstraat 14 12a,2800000.0,1011 GA Amsterdam,280.0,,10000.0,1011,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),"> €1,5M"
1709564093-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=34,Van Hogendorpstraat 157 I,580000.0,1051 BN Amsterdam,96.0,,6041.666666666667,1051,Amsterdam-West,€500k - €750k
1709564093-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=34,Willemsstraat 18 -C,775000.0,1015 JD Amsterdam,85.0,,9117.64705882353,1015,Amsterdam-Zuid-Oost,€750k - €1M
1709564093-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=34,Herengracht 157 D,725000.0,1015 BH Amsterdam,75.0,,9666.666666666666,1015,Amsterdam-Zuid-Oost,€500k - €750k
1709564093-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=34,Tweede Marnixplantsoen 2 A,595000.0,1015 ZP Amsterdam,83.0,B,7168.674698795181,1015,Amsterdam-Zuid-Oost,€500k - €750k
1709564093-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=34,Ottho Heldringstraat 33 A,725000.0,1066 XT Amsterdam,130.0,A,5576.923076923077,1066,Amsterdam Nieuw-West,€500k - €750k
1709564112-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=35,Visseringstraat 69,500000.0,1051 MG Amsterdam,62.0,,8064.5161290322585,1051,Amsterdam-West,€500k - €750k
1709564112-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=35,Liendenhof 224 +PP,350000.0,1108 HN Amsterdam,88.0,,3977.2727272727275,1108,Amsterdam-Zuid-Oost,€250k - €500k
1709564112-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=35,Soendastraat 26 huis,519000.0,1094 BH Amsterdam,58.0,,8948.275862068966,1094,Amsterdam-Oost,€500k - €750k
1709564112-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=35,Groetstraat 146,400000.0,1024 VC Amsterdam,78.0,,5128.205128205128,1024,Amsterdam-Noord,€250k - €500k
1709564112-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=35,Bos en Lommerplantsoen 97 B,225000.0,1055 AA Amsterdam,29.0,B,7758.620689655172,1055,Amsterdam-West,< €250k
1709564112-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=35,Keizersgracht 151 A,465000.0,1015 CL Amsterdam,52.0,,8942.307692307691,1015,Amsterdam-Zuid-Oost,€250k - €500k
1709564112-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=35,Binnenkant 22 D,1125000.0,1011 BH Amsterdam,190.0,,5921.0526315789475,1011,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),"€1M - €1,25M"
1709564112-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=35,Herengracht 73 2,880000.0,1015 BD Amsterdam,93.0,,9462.36559139785,1015,Amsterdam-Zuid-Oost,€750k - €1M
1709564112-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=35,Nieuwezijds Voorburgwal 288 H,925000.0,1012 RT Amsterdam,147.0,,6292.517006802721,1012,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€750k - €1M
1709564112-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=35,Koninginneweg 208 -2,1500000.0,1075 EK Amsterdam,175.0,,8571.42857142857,1075,Amsterdam-Zuid,"> €1,5M"
1709564112-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=35,Pruimenstraat 6 -B,450000.0,1033 KM Amsterdam,80.0,,5625.0,1033,Amsterdam-Noord,€250k - €500k
1709564112-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=35,Herengracht 69 huis,850000.0,1015 BD Amsterdam,80.0,,10625.0,1015,Amsterdam-Zuid-Oost,€750k - €1M
1709564112-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=35,Prinsengracht 60 B,499000.0,1015 DX Amsterdam,43.0,,11604.651162790698,1015,Amsterdam-Zuid-Oost,€250k - €500k
1709564112-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=35,Laan van Vlaanderen 141 C 7,250000.0,1066 MP Amsterdam,31.0,B,8064.5161290322585,1066,Amsterdam Nieuw-West,€250k - €500k
1709564112-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=35,Koninginneweg 8 2,1500000.0,1075 CX Amsterdam,134.0,,11194.029850746268,1075,Amsterdam-Zuid,"> €1,5M"
1709564149-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=36,SPOT Amsterdam | Toren A1 (Bouwnr. 161),,1101 DA Amsterdam,127.0,,,1101,Amsterdam-Zuid-Oost,
1709564149-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=36,SPOT Amsterdam | Toren A1 (Bouwnr. 172),,1101 DA Amsterdam,82.0,,,1101,Amsterdam-Zuid-Oost,
1709564149-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=36,SPOT Amsterdam | Toren A1 (Bouwnr. 92),,1101 DA Amsterdam,93.0,,,1101,Amsterdam-Zuid-Oost,
1709564149-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=36,SPOT Amsterdam | Toren A1 (Bouwnr. 104),,1101 DA Amsterdam,93.0,,,1101,Amsterdam-Zuid-Oost,
1709564149-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=36,SPOT Amsterdam | Toren A1 (Bouwnr. 56),,1101 DA Amsterdam,79.0,,,1101,Amsterdam-Zuid-Oost,
1709564149-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=36,SPOT Amsterdam | Toren A1 (Bouwnr. 109),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709564149-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=36,SPOT Amsterdam | Toren A1 (Bouwnr. 145),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709564149-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=36,SPOT Amsterdam | Toren A1 (Bouwnr. 4),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709564149-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=36,SPOT Amsterdam | Toren A1 (Bouwnr. 52),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709564149-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=36,SPOT Amsterdam | Toren A1 (Bouwnr. 121),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
