web-scraper-order,web-scraper-start-url,huizen,prijzen,adres,vierkante_meter,energielabel,prijs per m2,Wijk code,regio,PrijsRange
1709625398-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=50,Berlagehof 10,525000.0,1067 NB Amsterdam,115.0,D,4565.217391304348,1067,Amsterdam Nieuw-West,€500k - €750k
1709625398-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=50,Olympiaplein 103 3,1000000.0,1077 CT Amsterdam,157.0,C,6369.426751592357,1077,Amsterdam-Zuid,"€1M - €1,25M"
1709625398-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=50,Sint Willibrordusstraat 20 HS,950000.0,1074 XL Amsterdam,114.0,B,8333.333333333334,1074,Amsterdam-Zuid,€750k - €1M
1709625398-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=50,Gerrit van der Veenstraat 87 2,950000.0,1077 DT Amsterdam,102.0,,9313.725490196079,1077,Amsterdam-Zuid,€750k - €1M
1709625398-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=50,Maassluisstraat 552,435000.0,1062 GZ Amsterdam,81.0,E,5370.37037037037,1062,Amsterdam Nieuw-West,€250k - €500k
1709625398-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=50,Eerste Bloemdwarsstraat 23 A,850000.0,1016 KR Amsterdam,87.0,C,9770.114942528735,1016,Amsterdam-Zuid-Oost,€750k - €1M
1709625398-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=50,Keizersgracht 131 E,1695000.0,1015 CJ Amsterdam,112.0,,15133.92857142857,1015,Amsterdam-Zuid-Oost,"> €1,5M"
1709625398-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=50,Gillis van Ledenberchstraat 120 c,850000.0,1052 VL Amsterdam,90.0,B,9444.444444444445,1052,Amsterdam-West,€750k - €1M
1709625398-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=50,Wijnsilostraat 167,,1019 VM Amsterdam,152.0,A,,1019,Oostelijk Havengebied (Amsterdam-Oost),
1709625398-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=50,Hebridenlaan 10,585000.0,1060 LV Amsterdam,135.0,,4333.333333333333,1060,Amsterdam Nieuw-West,€500k - €750k
1709625398-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=50,Durgerdammerdijk 1011,525000.0,1026 CR Amsterdam,93.0,,5645.1612903225805,1026,Amsterdam-Noord,€500k - €750k
1709625398-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=50,Heathrowstraat 356,,1043 CH Amsterdam,122.0,A++,,1043,Amsterdam Westpoort,
1709625398-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=50,Hiraistraat 5 B-119,,1101 DA Amsterdam,93.0,A++,,1101,Amsterdam-Zuid-Oost,
1709625398-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=50,Hiraistraat 5 B-161,,1101 DA Amsterdam,127.0,A++,,1101,Amsterdam-Zuid-Oost,
1709625398-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=50,Emmalaan 4 C,6560000.0,1075 AV Amsterdam,329.0,A+++,19939.20972644377,1075,Amsterdam-Zuid,"> €1,5M"
1709559517-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=6,Jan Olphert Vaillantlaan 73 C,399000.0,1086 XZ Amsterdam,52.0,B,7673.076923076923,1086,Amsterdam-Oost,€250k - €500k
1709559517-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=6,Keverberg 49,1050000.0,1082 BD Amsterdam,153.0,,6862.745098039216,1082,Amsterdam-Zuid,"€1M - €1,25M"
1709559517-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=6,Rinus Michelslaan 219,415000.0,1061 MB Amsterdam,52.0,A,7980.7692307692305,1061,Amsterdam Nieuw-West,€250k - €500k
1709559517-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=6,Surinameplein 14 -II,965000.0,1058 GP Amsterdam,154.0,C,6266.233766233766,1058,Amsterdam-West,€750k - €1M
1709559517-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=6,Schoenerstraat 18,625000.0,1034 XG Amsterdam,115.0,,5434.782608695652,1034,Amsterdam-Noord,€500k - €750k
1709559517-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=6,Mensinge 61,925000.0,1083 HE Amsterdam,164.0,C,5640.243902439024,1083,Amsterdam-Zuid,€750k - €1M
1709559517-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=6,Memeleiland 119,700000.0,1014 ZL Amsterdam,102.0,A+++,6862.745098039216,1014,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€500k - €750k
1709559517-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=6,Geerdinkhof 9,500000.0,1103 PP Amsterdam,130.0,,3846.153846153846,1103,Amsterdam-Zuid-Oost,€500k - €750k
1709559517-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=6,Derde Oosterparkstraat 64 -F,895000.0,1091 KA Amsterdam,106.0,A,8443.396226415094,1091,Amsterdam-Oost,€750k - €1M
1709559517-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=6,Hoofdweg 103 B,425000.0,1058 BA Amsterdam,62.0,D,6854.8387096774195,1058,Amsterdam-West,€250k - €500k
1709559517-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=6,Zaanstraat 278,625000.0,1013 SB Amsterdam,88.0,A,7102.272727272727,1013,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€500k - €750k
1709559517-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=6,Hunzestraat 51 -II,489000.0,1079 VT Amsterdam,64.0,C,7640.625,1079,Amsterdam-Zuid,€250k - €500k
1709559517-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=6,Omval 425,650000.0,1096 HR Amsterdam,99.0,B,6565.656565656565,1096,Amsterdam-Oost,€500k - €750k
1709559517-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=6,Da Costastraat 99 1A,275000.0,1053 ZJ Amsterdam,28.0,A,9821.42857142857,1053,Amsterdam-West,€250k - €500k
1709559517-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=6,Klaprozenweg 47 C1,850000.0,1032 KK Amsterdam,130.0,A,6538.461538461538,1032,Amsterdam-Noord,€750k - €1M
1709559554-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=7,Jan Bernardusstraat 22 - 4L,250000.0,1091 TT Amsterdam,19.0,E,13157.894736842105,1091,Amsterdam-Oost,€250k - €500k
1709559554-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=7,Overtoom 498 III,798000.0,1054 KJ Amsterdam,90.0,B,8866.666666666666,1054,Amsterdam-West,€750k - €1M
1709559554-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=7,Maassluisstraat 32,325000.0,1062 GD Amsterdam,67.0,C,4850.746268656716,1062,Amsterdam Nieuw-West,€250k - €500k
1709559554-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=7,Zeeburgerdijk 418,385000.0,1095 AK Amsterdam,57.0,C,6754.3859649122805,1095,Amsterdam-Oost,€250k - €500k
1709559554-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=7,Staringstraat 16 I,400000.0,1054 VP Amsterdam,42.0,D,9523.809523809523,1054,Amsterdam-West,€250k - €500k
1709559554-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=7,Faas Wilkesstraat 367,535000.0,1095 MD Amsterdam,79.0,A,6772.151898734177,1095,Amsterdam-Oost,€500k - €750k
1709559554-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=7,Meeuwenlaan 21,2250000.0,1021 HR Amsterdam,219.0,,10273.972602739726,1021,Amsterdam-Noord,"> €1,5M"
1709559554-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=7,Leerdamhof 126,295000.0,1108 BL Amsterdam,67.0,B,4402.985074626866,1108,Amsterdam-Zuid-Oost,€250k - €500k
1709559554-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=7,IJdoornlaan 261 S2,625000.0,1024 KM Amsterdam,119.0,A+,5252.100840336135,1024,Amsterdam-Noord,€500k - €750k
1709559554-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=7,Generaal Vetterstraat 1 +GAR,850000.0,1059 BS Amsterdam,97.0,,8762.886597938144,1059,Amsterdam-West,€750k - €1M
1709559554-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=7,IJplein 185,350000.0,1021 LE Amsterdam,50.0,B,7000.0,1021,Amsterdam-Noord,€250k - €500k
1709559554-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=7,Saffierstraat 210,350000.0,1074 GZ Amsterdam,43.0,C,8139.53488372093,1074,Amsterdam-Zuid,€250k - €500k
1709559554-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=7,Bestevâerstraat 76 1,400000.0,1056 HR Amsterdam,49.0,D,8163.265306122449,1056,Amsterdam-West,€250k - €500k
1709559554-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=7,Krugerplein 22 - 3V,350000.0,1091 KZ Amsterdam,38.0,D,9210.526315789473,1091,Amsterdam-Oost,€250k - €500k
1709559554-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=7,Transvaalkade 12,2385000.0,1092 JK Amsterdam,261.0,,9137.931034482759,1092,Amsterdam-Oost,"> €1,5M"
1709559574-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=8,Van Gentstraat 36 H,625000.0,1055 PH Amsterdam,75.0,A,8333.333333333334,1055,Amsterdam-West,€500k - €750k
1709559574-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=8,Jacob van Lennepkade 406 I,400000.0,1053 NN Amsterdam,41.0,B,9756.09756097561,1053,Amsterdam-West,€250k - €500k
1709559574-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=8,Groenlandstraat 28,645000.0,1060 MG Amsterdam,159.0,,4056.603773584906,1060,Amsterdam Nieuw-West,€500k - €750k
1709559574-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=8,Jan den Haenstraat 17 II,725000.0,1055 WB Amsterdam,89.0,A,8146.067415730337,1055,Amsterdam-West,€500k - €750k
1709559574-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=8,Buiksloterbreek 121,900000.0,1034 XE Amsterdam,123.0,,7317.073170731707,1034,Amsterdam-Noord,€750k - €1M
1709559574-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=8,Dijkgraafplein 365 +PP,380000.0,1069 EV Amsterdam,99.0,A,3838.3838383838383,1069,Amsterdam Nieuw-West,€250k - €500k
1709559574-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=8,Ruimzicht 277,485000.0,1068 CX Amsterdam,88.0,C,5511.363636363636,1068,Amsterdam Nieuw-West,€250k - €500k
1709559574-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=8,Sandwijk 36,522500.0,1035 LC Amsterdam,94.0,,5558.510638297872,1035,Amsterdam-Noord,€500k - €750k
1709559574-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=8,Delistraat 21 2,415000.0,1094 CT Amsterdam,51.0,C,8137.254901960784,1094,Amsterdam-Oost,€250k - €500k
1709559574-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=8,Pirolastraat 38,425000.0,1032 XZ Amsterdam,70.0,,6071.428571428572,1032,Amsterdam-Noord,€250k - €500k
1709559574-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=8,Amsteldijk 70 2,390000.0,1074 HZ Amsterdam,43.0,C,9069.767441860466,1074,Amsterdam-Zuid,€250k - €500k
1709559574-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=8,Frederik Hendrikstraat 99 -III,845000.0,1052 HM Amsterdam,145.0,E,5827.586206896552,1052,Amsterdam-West,€750k - €1M
1709559574-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=8,Waalsteeg 1 -3,1300000.0,1011 ER Amsterdam,209.0,,6220.095693779905,1011,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),"€1,25M - €1,5M"
1709559574-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=8,Aaf Bouberstraat 100,395000.0,1065 LV Amsterdam,70.0,C,5642.857142857143,1065,Amsterdam Nieuw-West,€250k - €500k
1709559574-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=8,Gustav Mahlerplein 235,1600000.0,1082 MS Amsterdam,158.0,A+,10126.582278481013,1082,Amsterdam-Zuid,"> €1,5M"
1709625418-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=9,Pirolastraat 38,425000.0,1032 XZ Amsterdam,70.0,,6071.428571428572,1032,Amsterdam-Noord,€250k - €500k
1709625418-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=9,Frederik Hendrikstraat 99 -III,845000.0,1052 HM Amsterdam,145.0,E,5827.586206896552,1052,Amsterdam-West,€750k - €1M
1709625418-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=9,Waalsteeg 1 -3,1300000.0,1011 ER Amsterdam,209.0,,6220.095693779905,1011,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),"€1,25M - €1,5M"
1709625418-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=9,Aaf Bouberstraat 100,395000.0,1065 LV Amsterdam,70.0,C,5642.857142857143,1065,Amsterdam Nieuw-West,€250k - €500k
1709625418-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=9,Gustav Mahlerplein 235,1600000.0,1082 MS Amsterdam,158.0,A+,10126.582278481013,1082,Amsterdam-Zuid,"> €1,5M"
1709625418-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=9,Haparandaweg 854,339000.0,1013 BD Amsterdam,35.0,A,9685.714285714286,1013,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€250k - €500k
1709625418-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=9,Levantkade 185,599000.0,1019 ME Amsterdam,75.0,A,7986.666666666667,1019,Oostelijk Havengebied (Amsterdam-Oost),€500k - €750k
1709625418-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=9,Van Hogendorpstraat 131 2,400000.0,1051 BM Amsterdam,45.0,C,8888.888888888889,1051,Amsterdam-West,€250k - €500k
1709625418-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=9,Marco Polostraat 91 HS,1075000.0,1057 WH Amsterdam,143.0,B,7517.482517482517,1057,Amsterdam-West,"€1M - €1,25M"
1709625418-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=9,Witte de Withstraat 134 3,825000.0,1057 ZH Amsterdam,129.0,C,6395.3488372093025,1057,Amsterdam-West,€750k - €1M
1709625418-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=9,Jisperveldstraat 583,350000.0,1024 BC Amsterdam,85.0,C,4117.64705882353,1024,Amsterdam-Noord,€250k - €500k
1709625418-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=9,Nieuwpoortstraat 94 B16,400000.0,1055 RZ Amsterdam,50.0,A,8000.0,1055,Amsterdam-West,€250k - €500k
1709625418-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=9,Bella Vistastraat 260,1300000.0,1096 GM Amsterdam,137.0,A,9489.05109489051,1096,Amsterdam-Oost,"€1,25M - €1,5M"
1709625418-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=9,Van Hogendorpstraat 92 H,795000.0,1051 BT Amsterdam,90.0,B,8833.333333333334,1051,Amsterdam-West,€750k - €1M
1709625418-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=9,Overtoom 264 h,1240000.0,1054 JB Amsterdam,141.0,A,8794.326241134751,1054,Amsterdam-West,"€1M - €1,25M"
,,,,,,,,,Amsterdam-Zuid-Oost,
